input_name,raw_plant_id,canonical_lookup_key,source_row_count,query_status,http_status,error_message,matched_name,accepted_name,authorship,rank,taxonomic_status,match_type,confidence,gbif_usage_key,gbif_accepted_usage_key,gbif_species_key,gbif_genus_key,gbif_family_key,gbif_kingdom_key,family_name,cache_key,cache_path
Desmodium triflorum,180,desmodium triflorum,1,ok,200,,Grona Lour.,Grona Lour.,Lour.,GENUS,ACCEPTED,HIGHERRANK,99,9615544,9615544,,9615544,5386,6,Fabaceae,0f569ce7cab1fab750f496d572e6bd952ba9801518589de4c733e47c9dc3aecc,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\0f569ce7cab1fab750f496d572e6bd952ba9801518589de4c733e47c9dc3aecc.json
Digitalis purpurea,181,digitalis purpurea,1,ok,200,,Digitalis purpurea L.,Digitalis purpurea L.,L.,SPECIES,ACCEPTED,EXACT,100,5414995,5414995,5414995,3172032,2420,6,Plantaginaceae,8631770b610e3d8945b54664425ecf3c783ff4e465f572544547bc7cfac50149,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\8631770b610e3d8945b54664425ecf3c783ff4e465f572544547bc7cfac50149.json
Dioscorea hispida,182,dioscorea hispida,1,ok,200,,Dioscorea hispida Dennst.,Dioscorea hispida Dennst.,Dennst.,SPECIES,ACCEPTED,EXACT,100,2755784,2755784,2755784,2754367,7694,6,Dioscoreaceae,d7d90391e74551da82e604bcf9bb87a9b966c111a7041caba2f1644f39f9a1ea,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\d7d90391e74551da82e604bcf9bb87a9b966c111a7041caba2f1644f39f9a1ea.json
Drymaria cordata,183,drymaria cordata,1,ok,200,,Drymaria cordata (L.) Willd. ex Schult.,Drymaria cordata (L.) Willd. ex Schult.,(L.) Willd. ex Schult.,SPECIES,ACCEPTED,EXACT,99,5384509,5384509,5384509,3085329,2518,6,Caryophyllaceae,43634b60fabac353cb77525b760dd0f22cc9f6e04c27a33cb7f0dba3e2489886,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\43634b60fabac353cb77525b760dd0f22cc9f6e04c27a33cb7f0dba3e2489886.json
Dryobalanops aromatica,184,dryobalanops aromatica,1,ok,200,,Dryobalanops aromatica C.F.Gaertn.,Dryobalanops aromatica C.F.Gaertn.,C.F.Gaertn.,SPECIES,ACCEPTED,EXACT,100,3189690,3189690,3189690,3189689,6645,6,Dipterocarpaceae,22bff26b13ec7b12c4781982310a990e65dc88ec2fef42b06fbc790cfd9a9d24,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\22bff26b13ec7b12c4781982310a990e65dc88ec2fef42b06fbc790cfd9a9d24.json
Duranta erecta,185,duranta erecta,1,ok,200,,Duranta erecta L.,Duranta erecta L.,L.,SPECIES,ACCEPTED,EXACT,100,2925655,2925655,2925655,2925654,6689,6,Verbenaceae,02ba84287898cb671511f8787f32fdf38c1374787415937bda0705972c93b9d6,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\02ba84287898cb671511f8787f32fdf38c1374787415937bda0705972c93b9d6.json
Duranta repens,186,duranta repens,1,ok,200,,Duranta repens L.,Duranta erecta L.,L.,SPECIES,SYNONYM,EXACT,100,2925656,2925655,2925655,2925654,6689,6,Verbenaceae,f9227617f5f28fc69e75283bf01e3bb20974c66bf5208bcce6ca78b9ddfef9d7,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\f9227617f5f28fc69e75283bf01e3bb20974c66bf5208bcce6ca78b9ddfef9d7.json
Durio zibethinus,187,durio zibethinus,1,ok,200,,Durio zibethinus Murray,Durio zibethinus Murray,Murray,SPECIES,ACCEPTED,EXACT,99,3152230,3152230,3152230,3152229,6685,6,Malvaceae,7a1b99a19b850de3286776e17291719937b6ba0cc6aeee9b274d27a7e815da84,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\7a1b99a19b850de3286776e17291719937b6ba0cc6aeee9b274d27a7e815da84.json
Dysoxylum acutangulum,188,dysoxylum acutangulum,1,ok,200,,Dysoxylum acutangulum Miq.,Dysoxylum acutangulum Miq.,Miq.,SPECIES,ACCEPTED,EXACT,100,7271367,7271367,7271367,3190481,2397,6,Meliaceae,eccd9b182f6f4e41fbe1ea7ba57ddf919baf69eceb57d1b72b89a00f2b5f715c,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\eccd9b182f6f4e41fbe1ea7ba57ddf919baf69eceb57d1b72b89a00f2b5f715c.json
Echinacea purpurea,189,echinacea purpurea,1,ok,200,,Echinacea purpurea (L.) Moench,Echinacea purpurea (L.) Moench,(L.) Moench,SPECIES,ACCEPTED,EXACT,100,3150935,3150935,3150935,3150914,3065,6,Asteraceae,1d3257e3cab6bb68b17946ee8e1904a9064936ed246ef45a83b4bec1a956c569,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\1d3257e3cab6bb68b17946ee8e1904a9064936ed246ef45a83b4bec1a956c569.json
Echinacea spp.,190,echinacea spp,1,ok,200,,Echinacea Moench,Echinacea Moench,Moench,GENUS,ACCEPTED,HIGHERRANK,96,3150914,3150914,,3150914,3065,6,Asteraceae,c4467e1513aad51aa02b8a7d3d9200107f9975296c448dbdb824ebe5fa550bcd,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\c4467e1513aad51aa02b8a7d3d9200107f9975296c448dbdb824ebe5fa550bcd.json
Eclipta alba,191,eclipta alba,1,ok,200,,Eclipta alba (L.) Hassk.,Eclipta alba (L.) Hassk.,(L.) Hassk.,SPECIES,ACCEPTED,EXACT,99,5384955,5384955,5384955,3086569,3065,6,Asteraceae,5ebaaba04766ea2461ac6941719b7d2c3c83435cc5c160dd0ee2146c04036156,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\5ebaaba04766ea2461ac6941719b7d2c3c83435cc5c160dd0ee2146c04036156.json
Eclipta prostrata,192,eclipta prostrata,1,ok,200,,Eclipta prostrata (L.) L.,Eclipta prostrata (L.) L.,(L.) L.,SPECIES,ACCEPTED,EXACT,99,5384950,5384950,5384950,3086569,3065,6,Asteraceae,9603a35ea7304238e70d7506a4f90ae3894e174fa6c3c01a1f6e939f37cb159f,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\9603a35ea7304238e70d7506a4f90ae3894e174fa6c3c01a1f6e939f37cb159f.json
Eichhornia crassipes,193,eichhornia crassipes,1,ok,200,,Eichhornia crassipes (Mart.) Solms,Pontederia crassipes Mart.,(Mart.) Solms,SPECIES,SYNONYM,EXACT,100,2765940,2765942,2765942,2740415,3731,6,Pontederiaceae,cdf9e0ee88d5890f33f3d43a29f7a28cb422ac482d54faf550cf8d54b7127da9,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\cdf9e0ee88d5890f33f3d43a29f7a28cb422ac482d54faf550cf8d54b7127da9.json
Elaeocarpus ganitrus,194,elaeocarpus ganitrus,1,ok,200,,Elaeocarpus L.,Elaeocarpus L.,L.,GENUS,ACCEPTED,HIGHERRANK,99,3152094,3152094,,3152094,2435,6,Elaeocarpaceae,35d30404a0286c59f390504b5505613c9ba93cf66c517675c06ccba6f7b3ba86,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\35d30404a0286c59f390504b5505613c9ba93cf66c517675c06ccba6f7b3ba86.json
Elaeocarpus grandiflorus,195,elaeocarpus grandiflorus,1,ok,200,,Elaeocarpus grandiflorus Sm.,Elaeocarpus grandiflorus Sm.,Sm.,SPECIES,ACCEPTED,EXACT,99,8368501,8368501,8368501,3152094,2435,6,Elaeocarpaceae,fea86cfae94393bb209e23cbf3fa2dd2cc8c7639d1cbafe69014f66e04a18a58,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\fea86cfae94393bb209e23cbf3fa2dd2cc8c7639d1cbafe69014f66e04a18a58.json
Elateriospermum tapos,196,elateriospermum tapos,1,ok,200,,Elateriospermum tapos Blume,Elateriospermum tapos Blume,Blume,SPECIES,ACCEPTED,EXACT,100,3071462,3071462,3071462,3071461,4691,6,Euphorbiaceae,2488f3e9006138ab48a366ae9de4fd5da4e304f7533f19e4d1206edb2af6ef01,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\2488f3e9006138ab48a366ae9de4fd5da4e304f7533f19e4d1206edb2af6ef01.json
Elephantopus scaber,197,elephantopus scaber,1,ok,200,,Elephantopus scaber L.,Elephantopus scaber L.,L.,SPECIES,ACCEPTED,EXACT,100,5395925,5395925,5395925,3119618,3065,6,Asteraceae,fcd41c063cdeafc9662fd371fa5c1d57deae89ad07dcc439e8d03454c0df188a,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\fcd41c063cdeafc9662fd371fa5c1d57deae89ad07dcc439e8d03454c0df188a.json
Elettaria cardamomum,198,elettaria cardamomum,1,ok,200,,Elettaria cardamomum (L.) Maton,Elettaria cardamomum (L.) Maton,(L.) Maton,SPECIES,ACCEPTED,EXACT,100,2759871,2759871,2759871,2759853,4687,6,Zingiberaceae,ec055a5387361b4dfb8d7ec2cba5e412c9d6c32fc2c2c6feca239c17ba9f05f1,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\ec055a5387361b4dfb8d7ec2cba5e412c9d6c32fc2c2c6feca239c17ba9f05f1.json
Eleutherine americana,199,eleutherine americana,1,ok,200,,Eleutherine americana (Aubl.) Merr. ex K.Heyne,Eleutherine bulbosa (Mill.) Urb.,(Aubl.) Merr. ex K.Heyne,SPECIES,SYNONYM,EXACT,99,2749558,2749556,2749556,2749552,7698,6,Iridaceae,bc026b01606c3fa38f44631abcdca5ade144d2dbd023cd5b066c1259359a4ed5,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\bc026b01606c3fa38f44631abcdca5ade144d2dbd023cd5b066c1259359a4ed5.json
Embelia ribes,200,embelia ribes,1,ok,200,,Embelia ribes Burm.fil.,Embelia ribes Burm.fil.,Burm.fil.,SPECIES,ACCEPTED,EXACT,100,7330952,7330952,7330952,2984886,6674,6,Primulaceae,e9068b20f1b155bf671b2acbc356dec7baa93dc3be00a280775eb126affcfb69,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\e9068b20f1b155bf671b2acbc356dec7baa93dc3be00a280775eb126affcfb69.json
Emilia sonchifolia,201,emilia sonchifolia,1,ok,200,,Emilia sonchifolia (L.) DC. ex Wight,Emilia sonchifolia (L.) DC. ex Wight,(L.) DC. ex Wight,SPECIES,ACCEPTED,EXACT,99,7376217,7376217,7376217,3137995,3065,6,Asteraceae,88a02601884062ff173abbf9e28cee77121c4ec7eccf5def8b9009a984c04d37,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\88a02601884062ff173abbf9e28cee77121c4ec7eccf5def8b9009a984c04d37.json
Entada scandens,202,entada scandens,1,ok,200,,Entada scandens (L.) Benth.,Entada phaseoloides (L.) Merr.,(L.) Benth.,SPECIES,SYNONYM,EXACT,100,8436855,2976244,2976244,2976182,5386,6,Fabaceae,e25e856af7fbed471bae6f50de706139bec05a60be68fe84755cfcc978884458,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\e25e856af7fbed471bae6f50de706139bec05a60be68fe84755cfcc978884458.json
Equisetum debile,203,equisetum debile,1,ok,200,,"Equisetum debile Roxb. ex Wall., 1829","Equisetum debile Roxb. ex Wall., 1829","Roxb. ex Wall., 1829",SPECIES,ACCEPTED,EXACT,99,10769463,10769463,10769463,2687913,3105,6,Equisetaceae,68d5908af29b2c92084dd5025084d36f0ce5b85669f6c9149d26dd9af4e5de01,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\68d5908af29b2c92084dd5025084d36f0ce5b85669f6c9149d26dd9af4e5de01.json
Erigeron sumatrensis,204,erigeron sumatrensis,1,ok,200,,Erigeron sumatrensis Retz.,Erigeron sumatrensis Retz.,Retz.,SPECIES,ACCEPTED,EXACT,100,3146683,3146683,3146683,3146588,3065,6,Asteraceae,ddbf32a08b41a0088eb4220067877f49928909ab4e75726a0394e2a938810c80,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\ddbf32a08b41a0088eb4220067877f49928909ab4e75726a0394e2a938810c80.json
Ervatamia divaricata,205,ervatamia divaricata,1,ok,200,,Ervatamia divaricata (L.) Burkill,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.,(L.) Burkill,SPECIES,SYNONYM,EXACT,100,7317152,3169625,3169625,3169624,6701,6,Apocynaceae,afe56178f271d1888964cfd04c7af87dffded527b3a120b8eed4b00a6fa4d70a,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\afe56178f271d1888964cfd04c7af87dffded527b3a120b8eed4b00a6fa4d70a.json
Eryngium foetidum,206,eryngium foetidum,1,ok,200,,Eryngium foetidum L.,Eryngium foetidum L.,L.,SPECIES,ACCEPTED,EXACT,99,3034425,3034425,3034425,3034387,6720,6,Apiaceae,bb1a9636aa16c2f9505ccb26d56b9e4853b6aad66e3e3953be30ae61076bbbec,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\bb1a9636aa16c2f9505ccb26d56b9e4853b6aad66e3e3953be30ae61076bbbec.json
Erythrina lithosperma,207,erythrina lithosperma,1,ok,200,,Erythrina lithosperma Blume ex Miq.,Erythrina subumbrans (Hassk.) Merr.,Blume ex Miq.,SPECIES,SYNONYM,EXACT,99,5349591,5349636,5349636,2945830,5386,6,Fabaceae,9fb969888aa0827ec8db1eee106cfd655f5c1a2759e048e36bfac2421c64e43f,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\9fb969888aa0827ec8db1eee106cfd655f5c1a2759e048e36bfac2421c64e43f.json
Erythrina subumbrans,208,erythrina subumbrans,1,ok,200,,Erythrina subumbrans (Hassk.) Merr.,Erythrina subumbrans (Hassk.) Merr.,(Hassk.) Merr.,SPECIES,ACCEPTED,EXACT,100,5349636,5349636,5349636,2945830,5386,6,Fabaceae,0408e584e363f0687351c79986f93b977c3f8e0dc8e414ccd5291a33c2a3b4da,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\0408e584e363f0687351c79986f93b977c3f8e0dc8e414ccd5291a33c2a3b4da.json
Erythrina variegata,209,erythrina variegata,1,ok,200,,Erythrina variegata L.,Erythrina variegata L.,L.,SPECIES,ACCEPTED,EXACT,100,5349581,5349581,5349581,2945830,5386,6,Fabaceae,f388a38acd118487b5a7c2825cc46edbee2cc5289e03b7e1f48ae887f47e7466,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\f388a38acd118487b5a7c2825cc46edbee2cc5289e03b7e1f48ae887f47e7466.json
Eucalyptus globulus,210,eucalyptus globulus,1,ok,200,,Eucalyptus globulus Labill.,Eucalyptus globulus Labill.,Labill.,SPECIES,ACCEPTED,EXACT,100,3176787,3176787,3176787,7493935,5014,6,Myrtaceae,f036f15473539abddc1c126ddf7ae613f2d07cf85121691c5bdcc04f65d73081,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\f036f15473539abddc1c126ddf7ae613f2d07cf85121691c5bdcc04f65d73081.json
Euchresta horsfieldii,211,euchresta horsfieldii,1,ok,200,,Euchresta horsfieldii (Lesch.) Benn.,Euchresta horsfieldii (Lesch.) Benn.,(Lesch.) Benn.,SPECIES,ACCEPTED,EXACT,100,2951871,2951871,2951871,2951865,5386,6,Fabaceae,67c3a1c38dc42400e2d40797220f6daa154b285ff713aae7e4d85c3c000a2d36,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\67c3a1c38dc42400e2d40797220f6daa154b285ff713aae7e4d85c3c000a2d36.json
Eugenia aromatica,212,eugenia aromatica,1,ok,200,,"Eugenia aromatica Kuntze, 1891","Eugenia aromatica Kuntze, 1891","Kuntze, 1891",SPECIES,ACCEPTED,EXACT,99,8052532,8052532,8052532,3177662,5014,6,Myrtaceae,a9a68d12eac09cd8fa42a4086c41b172fbea067dbf7eb2095d3549576439b646,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\a9a68d12eac09cd8fa42a4086c41b172fbea067dbf7eb2095d3549576439b646.json
Eugenia caryophyllata,213,eugenia caryophyllata,1,ok,200,,Eugenia caryophyllata Thunb.,Syzygium aromaticum (L.) Merr. & L.M.Perry,Thunb.,SPECIES,SYNONYM,EXACT,100,5418972,3183002,3183002,3029010,5014,6,Myrtaceae,304236d0cb81a8b432d15986d45bbfb9006702cee1c62e5b6f3fc8e5c7f627a4,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\304236d0cb81a8b432d15986d45bbfb9006702cee1c62e5b6f3fc8e5c7f627a4.json
Eupatorium riparium,214,eupatorium riparium,1,ok,200,,Eupatorium riparium Sch.Bip. ex Schnittsp.,Eupatorium riparium Sch.Bip. ex Schnittsp.,Sch.Bip. ex Schnittsp.,SPECIES,ACCEPTED,EXACT,99,7694888,7694888,7694888,3142374,3065,6,Asteraceae,5e66abae6b951825d74c879d733f609c6b234fc6cb034b0e5f22c10ce5f19aab,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\5e66abae6b951825d74c879d733f609c6b234fc6cb034b0e5f22c10ce5f19aab.json
Eupatorium triplinerve,215,eupatorium triplinerve,1,ok,200,,Eupatorium triplinerve Vahl,Ayapana triplinervis (Vahl) R.M.King & H.Rob.,Vahl,SPECIES,SYNONYM,EXACT,99,5402967,3142644,3142644,3126519,3065,6,Asteraceae,2e120082a54c49ff29bf4c4045bc074af60e0cfee1f5cc11fc427d809abd8604,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\2e120082a54c49ff29bf4c4045bc074af60e0cfee1f5cc11fc427d809abd8604.json
Euphorbia antiquorum,216,euphorbia antiquorum,1,ok,200,,Euphorbia antiquorum L.,Euphorbia antiquorum L.,L.,SPECIES,ACCEPTED,EXACT,99,3069535,3069535,3069535,11397237,4691,6,Euphorbiaceae,24419e43ae5b8997d1fd81debd0cec3163acbb268196bc85ba7c3732aa01f810,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\24419e43ae5b8997d1fd81debd0cec3163acbb268196bc85ba7c3732aa01f810.json
Euphorbia heterophylla,217,euphorbia heterophylla,1,ok,200,,Euphorbia heterophylla L.,Euphorbia heterophylla L.,L.,SPECIES,ACCEPTED,EXACT,99,3064495,3064495,3064495,11397237,4691,6,Euphorbiaceae,74c199c9a86f46d030eeb30104567bd774655f6585f1d11ebf13567866ecb965,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\74c199c9a86f46d030eeb30104567bd774655f6585f1d11ebf13567866ecb965.json
Euphorbia hirta,218,euphorbia hirta,1,ok,200,,Euphorbia hirta L.,Euphorbia hirta L.,L.,SPECIES,ACCEPTED,EXACT,100,3068937,3068937,3068937,11397237,4691,6,Euphorbiaceae,10d8eb12d7417a28e035aff8a48c57be24f05df7711e7b1950df3553cdf7f020,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\10d8eb12d7417a28e035aff8a48c57be24f05df7711e7b1950df3553cdf7f020.json
Euphorbia milii,219,euphorbia milii,1,ok,200,,Euphorbia milii Des Moul.,Euphorbia milii Des Moul.,Des Moul.,SPECIES,ACCEPTED,EXACT,99,3067157,3067157,3067157,11397237,4691,6,Euphorbiaceae,7a21939c485c065161fe1a6e0d4c8ebb0517cc6f2f1b606459f30d987f9f5845,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\7a21939c485c065161fe1a6e0d4c8ebb0517cc6f2f1b606459f30d987f9f5845.json
Euphorbia neriifolia,220,euphorbia neriifolia,1,ok,200,,Euphorbia neriifolia L.,Euphorbia neriifolia L.,L.,SPECIES,ACCEPTED,EXACT,99,3064865,3064865,3064865,11397237,4691,6,Euphorbiaceae,8def46d163492f4d50755c3fc7fa86c542c0342740c0792b7932e74880d22626,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\8def46d163492f4d50755c3fc7fa86c542c0342740c0792b7932e74880d22626.json
Euphorbia prostrata,221,euphorbia prostrata,1,ok,200,,Euphorbia prostrata Aiton,Euphorbia prostrata Aiton,Aiton,SPECIES,ACCEPTED,EXACT,99,3067891,3067891,3067891,11397237,4691,6,Euphorbiaceae,ed0ba8d8fb40d561e32709473e7295fa29c0b546d6336722da345e0a1357d787,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\ed0ba8d8fb40d561e32709473e7295fa29c0b546d6336722da345e0a1357d787.json
Euphorbia pulcherrima,222,euphorbia pulcherrima,1,ok,200,,Euphorbia pulcherrima Willd. ex Klotzsch,Euphorbia pulcherrima Willd. ex Klotzsch,Willd. ex Klotzsch,SPECIES,ACCEPTED,EXACT,99,3066465,3066465,3066465,11397237,4691,6,Euphorbiaceae,11c286faf75899c8db68f1b4a0ccdfe443dd35859edbc4304a18428269944a62,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\11c286faf75899c8db68f1b4a0ccdfe443dd35859edbc4304a18428269944a62.json
Euphorbia tirucalli,223,euphorbia tirucalli,1,ok,200,,Euphorbia tirucalli L.,Euphorbia tirucalli L.,L.,SPECIES,ACCEPTED,EXACT,99,3069353,3069353,3069353,11397237,4691,6,Euphorbiaceae,039a3e865aca5e9d62a3e69f93231256bed312045eb587a97de8b2a89edd2f0c,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\039a3e865aca5e9d62a3e69f93231256bed312045eb587a97de8b2a89edd2f0c.json
Eurycoma longifolia,224,eurycoma longifolia,1,ok,200,,Eurycoma longifolia Jack,Eurycoma longifolia Jack,Jack,SPECIES,ACCEPTED,EXACT,100,3709190,3709190,3709190,7329629,2395,6,Simaroubaceae,5d14d684a6995713afb0e2cbed4d4bd14731152604f70c4699598da4f851c5b0,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\5d14d684a6995713afb0e2cbed4d4bd14731152604f70c4699598da4f851c5b0.json
Excoecaria agallocha,225,excoecaria agallocha,1,ok,200,,Excoecaria agallocha L.,Excoecaria agallocha L.,L.,SPECIES,ACCEPTED,EXACT,100,3071702,3071702,3071702,3054277,4691,6,Euphorbiaceae,4cdb25366e441efb70457aeff6745ab34802fa2c5102397d8757f3b40a4c2a88,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\4cdb25366e441efb70457aeff6745ab34802fa2c5102397d8757f3b40a4c2a88.json
Excoecaria cochinchinensis,226,excoecaria cochinchinensis,1,ok,200,,Excoecaria cochinchinensis Lour.,Excoecaria cochinchinensis Lour.,Lour.,SPECIES,ACCEPTED,EXACT,99,3071716,3071716,3071716,3054277,4691,6,Euphorbiaceae,336d77fd9932c0d6d8b4162393b63e8059d3a8f943d1c9a8324927fe39111588,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\336d77fd9932c0d6d8b4162393b63e8059d3a8f943d1c9a8324927fe39111588.json
Fagara rhetza,227,fagara rhetza,1,ok,200,,Fagara rhetsa Roxb.,Zanthoxylum rhetsa (Roxb.) DC.,Roxb.,SPECIES,SYNONYM,VARIANT,95,5594688,3834800,3834800,3190076,2396,6,Rutaceae,e357ab149a0ad821329b8206318f2354a9a9c4f3d26f1d4e3d755ebf2d7210e2,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\e357ab149a0ad821329b8206318f2354a9a9c4f3d26f1d4e3d755ebf2d7210e2.json
Ficus carica,228,ficus carica,1,ok,200,,Ficus carica L.,Ficus carica L.,L.,SPECIES,ACCEPTED,EXACT,100,5361909,5361909,5361909,2984588,6640,6,Moraceae,95f5233a6e0c38fc5449d9e57b2445428930479bca786172ff21b32f0ee71fe4,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\95f5233a6e0c38fc5449d9e57b2445428930479bca786172ff21b32f0ee71fe4.json
Ficus microcarpa,229,ficus microcarpa,1,ok,200,,Ficus microcarpa L.fil.,Ficus microcarpa L.fil.,L.fil.,SPECIES,ACCEPTED,EXACT,99,7467639,7467639,7467639,2984588,6640,6,Moraceae,f32c0b176c251978a1776c1d0c9d328b72551e0c25cb7e3c6dccd40e37ea031b,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\f32c0b176c251978a1776c1d0c9d328b72551e0c25cb7e3c6dccd40e37ea031b.json
Ficus pumila,230,ficus pumila,1,ok,200,,Ficus pumila L.,Ficus pumila L.,L.,SPECIES,ACCEPTED,EXACT,99,5361930,5361930,5361930,2984588,6640,6,Moraceae,d30b8f4313b00e2837b867b09f9c59fb397ee4f1d85e42de483a96526c0f4de3,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\d30b8f4313b00e2837b867b09f9c59fb397ee4f1d85e42de483a96526c0f4de3.json
Ficus septica,231,ficus septica,1,ok,200,,Ficus septica Burm.fil.,Ficus septica Burm.fil.,Burm.fil.,SPECIES,ACCEPTED,EXACT,99,7852448,7852448,7852448,2984588,6640,6,Moraceae,3ce08b4461793111113417b2ead0d835844d4b3cef7e93935b7d1eed2335d1f2,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\3ce08b4461793111113417b2ead0d835844d4b3cef7e93935b7d1eed2335d1f2.json
Ficus variegata,232,ficus variegata,1,ok,200,,Ficus variegata Blume,Ficus variegata Blume,Blume,SPECIES,ACCEPTED,EXACT,100,3234563,3234563,3234563,2984588,6640,6,Moraceae,75df77049e3de39b8913f79a321a528d445beef5cd28e1836b670536b2516726,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\75df77049e3de39b8913f79a321a528d445beef5cd28e1836b670536b2516726.json
Foeniculum vulgare,233,foeniculum vulgare,1,ok,200,,Foeniculum vulgare Mill.,Foeniculum vulgare Mill.,Mill.,SPECIES,ACCEPTED,EXACT,99,3034922,3034922,3034922,10704390,6720,6,Apiaceae,b1e9a056463eebe5125883b4b4fc13db95f434197d08e7469bbf62c32cc9a9e8,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\b1e9a056463eebe5125883b4b4fc13db95f434197d08e7469bbf62c32cc9a9e8.json
Ganoderma lucidum,234,ganoderma lucidum,1,ok,200,,Ganoderma lucidum (Curtis) P.Karst.,Ganoderma lucidum (Curtis) P.Karst.,(Curtis) P.Karst.,SPECIES,ACCEPTED,EXACT,96,2549730,2549730,2549730,2519220,3286,5,Polyporaceae,f1a231255aa6b34a4ab7dc568726c1e881be0f0ec3a57930ca964e8280a63894,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\f1a231255aa6b34a4ab7dc568726c1e881be0f0ec3a57930ca964e8280a63894.json
Garcinia dulcis,235,garcinia dulcis,1,ok,200,,Garcinia dulcis (Roxb.) Kurz,Garcinia dulcis (Roxb.) Kurz,(Roxb.) Kurz,SPECIES,ACCEPTED,EXACT,99,3189565,3189565,3189565,3189556,6646,6,Clusiaceae,02a7763786d3ce9d34595e1d2324891089d40831da40ab0441e1d382d0dc5611,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\02a7763786d3ce9d34595e1d2324891089d40831da40ab0441e1d382d0dc5611.json
Garcinia mangostana,236,garcinia mangostana,1,ok,200,,Garcinia mangostana L.,Garcinia mangostana L.,L.,SPECIES,ACCEPTED,EXACT,100,3189571,3189571,3189571,3189556,6646,6,Clusiaceae,94a3c90bd5eeba1333820185decf2a17b5b029d807c0e941906c6159e9353962,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\94a3c90bd5eeba1333820185decf2a17b5b029d807c0e941906c6159e9353962.json
Gardenia jasminoides,237,gardenia jasminoides,1,ok,200,,Gardenia jasminoides J.Ellis,Gardenia jasminoides J.Ellis,J.Ellis,SPECIES,ACCEPTED,EXACT,99,5335125,5335125,5335125,2894320,8798,6,Rubiaceae,ed6b1b5aa27e6b34ddea64d425dc2415bbd343622aac2ad5640676e993226f9c,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\ed6b1b5aa27e6b34ddea64d425dc2415bbd343622aac2ad5640676e993226f9c.json
