input_name,raw_plant_id,canonical_lookup_key,source_row_count,query_status,http_status,error_message,matched_name,accepted_name,authorship,rank,taxonomic_status,match_type,confidence,gbif_usage_key,gbif_accepted_usage_key,gbif_species_key,gbif_genus_key,gbif_family_key,gbif_kingdom_key,family_name,cache_key,cache_path
Pogostemon cablin,409,pogostemon cablin,1,ok,200,,Pogostemon cablin (Blanco) Benth.,Pogostemon cablin (Blanco) Benth.,(Blanco) Benth.,SPECIES,ACCEPTED,EXACT,100,2926672,2926672,2926672,2926671,2497,6,Lamiaceae,21739d40fa3fb3751ad53f45738855277de8f8ee3979a8089bc16cd483418232,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\21739d40fa3fb3751ad53f45738855277de8f8ee3979a8089bc16cd483418232.json
Pongamia pinnata,410,pongamia pinnata,1,ok,200,,Pongamia pinnata (L.) Pierre,Pongamia pinnata (L.) Pierre,(L.) Pierre,SPECIES,ACCEPTED,EXACT,99,2965911,2965911,2965911,7953486,5386,6,Fabaceae,7f264370cf45553519350ca0bd5434815b6793720319b84d2cf4053144366743,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\7f264370cf45553519350ca0bd5434815b6793720319b84d2cf4053144366743.json
Portulaca grandiflora,411,portulaca grandiflora,1,ok,200,,Portulaca grandiflora Hook.,Portulaca grandiflora Hook.,Hook.,SPECIES,ACCEPTED,EXACT,100,3084700,3084700,3084700,3084696,6717,6,Portulacaceae,a69d29485bdd47822414dc3ce5846f53c2205ad6505cbce190bc044cef42ba9e,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\a69d29485bdd47822414dc3ce5846f53c2205ad6505cbce190bc044cef42ba9e.json
Portulaca oleracea,412,portulaca oleracea,1,ok,200,,Portulaca oleracea L.,Portulaca oleracea L.,L.,SPECIES,ACCEPTED,EXACT,100,3084719,3084719,3084719,3084696,6717,6,Portulacaceae,dd104af063540c0345d6a03b98d41228e84172e86a798c10d2cf7f0702aaad92,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\dd104af063540c0345d6a03b98d41228e84172e86a798c10d2cf7f0702aaad92.json
Premna corymbosa,413,premna corymbosa,1,ok,200,,Premna corymbosa Rottler,Premna corymbosa Rottler,Rottler,SPECIES,ACCEPTED,EXACT,99,7713954,7713954,7713954,2925344,2497,6,Lamiaceae,7004c61bbe3dadce215112ce8acd5bbc35aa7958c3c3cc9f74bef2cda7ba248a,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\7004c61bbe3dadce215112ce8acd5bbc35aa7958c3c3cc9f74bef2cda7ba248a.json
Psidium guajava,414,psidium guajava,1,ok,200,,Psidium guajava L.,Psidium guajava L.,L.,SPECIES,ACCEPTED,EXACT,100,5420380,5420380,5420380,3187232,5014,6,Myrtaceae,2b6f8d370d78f26dc54b22f9c248b11877d88d088b2605cee1f599491d5e42c3,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\2b6f8d370d78f26dc54b22f9c248b11877d88d088b2605cee1f599491d5e42c3.json
Psophocarpus tetragonolobus,415,psophocarpus tetragonolobus,1,ok,200,,Psophocarpus tetragonolobus (L.) DC.,Psophocarpus tetragonolobus (L.) DC.,(L.) DC.,SPECIES,ACCEPTED,EXACT,100,2944683,2944683,2944683,2944679,5386,6,Fabaceae,9939cf68519acb2430df9f17f1336155c636961c708a56412ff2939f7a5a5a80,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\9939cf68519acb2430df9f17f1336155c636961c708a56412ff2939f7a5a5a80.json
Pterocarpus indicus,416,pterocarpus indicus,1,ok,200,,Pterocarpus indicus Willd.,Pterocarpus indicus Willd.,Willd.,SPECIES,ACCEPTED,EXACT,99,5349242,5349242,5349242,5349236,5386,6,Fabaceae,cb75264783a086ac5e56f54fa5ff1567f9ae32adba0617ba439378346f33adab,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\cb75264783a086ac5e56f54fa5ff1567f9ae32adba0617ba439378346f33adab.json
Pueraria montana,417,pueraria montana,1,ok,200,,Pueraria montana (Lour.) Merr.,Pueraria montana (Lour.) Merr.,(Lour.) Merr.,SPECIES,ACCEPTED,EXACT,100,2977636,2977636,2977636,2977604,5386,6,Fabaceae,04339af039042d068a5b47c908421edd7c7508455bf5e4abb3522c271798978a,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\04339af039042d068a5b47c908421edd7c7508455bf5e4abb3522c271798978a.json
Punica granatum,418,punica granatum,1,ok,200,,Punica granatum L.,Punica granatum L.,L.,SPECIES,ACCEPTED,EXACT,100,5420901,5420901,5420901,3188663,6684,6,Lythraceae,1381ccb3f88d658d9d6d9d6b018fde93ed561987011cf7d7e57fe82ae77cbf8a,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\1381ccb3f88d658d9d6d9d6b018fde93ed561987011cf7d7e57fe82ae77cbf8a.json
Pycnoporus sanguineus,419,pycnoporus sanguineus,1,ok,200,,Pycnoporus sanguineus (L.) Murrill,Fabisporus sanguineus (L.) Zmitr.,(L.) Murrill,SPECIES,SYNONYM,EXACT,96,5246472,2546050,2546050,2545921,3286,5,Polyporaceae,7fb7d36dde41770fcc3a782f3d070b26e2689ac3e9ececbc59396470b1869b8e,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\7fb7d36dde41770fcc3a782f3d070b26e2689ac3e9ececbc59396470b1869b8e.json
Pyrus malus,420,pyrus malus,1,ok,200,,Malus Mill.,Malus Mill.,Mill.,GENUS,ACCEPTED,HIGHERRANK,99,3001068,3001068,,3001068,5015,6,Rosaceae,0fccff34cff7d34c7c8c30ff4e0db6c31d05c057dca2350a15cb337c40e9b630,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\0fccff34cff7d34c7c8c30ff4e0db6c31d05c057dca2350a15cb337c40e9b630.json
Quamoclit pennata,421,quamoclit pennata,1,ok,200,,Quamoclit pennata Bojer,Ipomoea quamoclit L.,Bojer,SPECIES,SYNONYM,EXACT,99,5549024,2928562,2928562,2928509,2389,6,Convolvulaceae,8510b938c827236b24328c12581c8229f33f8fe8a5f1c499bd041cb67779c2ea,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\8510b938c827236b24328c12581c8229f33f8fe8a5f1c499bd041cb67779c2ea.json
Quassia amara,422,quassia amara,1,ok,200,,Quassia amara L.,Quassia amara L.,L.,SPECIES,ACCEPTED,EXACT,100,3190647,3190647,3190647,3190646,2395,6,Simaroubaceae,bc6c4b8ac58ac5046c007da19ff03090f67d4539ab970d91d5bc852f3288b7c0,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\bc6c4b8ac58ac5046c007da19ff03090f67d4539ab970d91d5bc852f3288b7c0.json
Quisqualis indica,423,quisqualis indica,1,ok,200,,Combretum Loefl.,Combretum Loefl.,Loefl.,GENUS,ACCEPTED,HIGHERRANK,99,2986357,2986357,,2986357,2431,6,Combretaceae,94a97f505cd3c9fc18a72d54a5ea23f67cfa1acceceeee96b65c6ae982871824,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\94a97f505cd3c9fc18a72d54a5ea23f67cfa1acceceeee96b65c6ae982871824.json
Raphanus sativus,424,raphanus sativus,1,ok,200,,Raphanus sativus L.,Raphanus sativus L.,L.,SPECIES,ACCEPTED,EXACT,100,7678610,7678610,7678610,3040962,3112,6,Brassicaceae,83e4aafd5381e4c8f857b60cbbf4de1c3bfdbfb99a6386bc2beca8209324500c,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\83e4aafd5381e4c8f857b60cbbf4de1c3bfdbfb99a6386bc2beca8209324500c.json
Rauvolfia reflexa,425,rauvolfia reflexa,1,ok,200,,Rauvolfia reflexa Koord. & Valeton,Rauvolfia reflexa Koord. & Valeton,Koord. & Valeton,SPECIES,ACCEPTED,EXACT,99,3616839,3616839,3616839,3169769,6701,6,Apocynaceae,a32d9a15fbae687a1e74e8f63297b7fa89ef47af5a27e1a3049fc80ec34b7674,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\a32d9a15fbae687a1e74e8f63297b7fa89ef47af5a27e1a3049fc80ec34b7674.json
Rauvolfia serpentina,426,rauvolfia serpentina,1,ok,200,,Rauvolfia serpentina (L.) Benth. ex Kurz,Rauvolfia serpentina (L.) Benth. ex Kurz,(L.) Benth. ex Kurz,SPECIES,ACCEPTED,EXACT,99,3169787,3169787,3169787,3169769,6701,6,Apocynaceae,6e894271a03e9794589cc398973322a17f8cc5e373b8b967f6ce2c306ca8caeb,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\6e894271a03e9794589cc398973322a17f8cc5e373b8b967f6ce2c306ca8caeb.json
Rauvolfia sumatrana,427,rauvolfia sumatrana,1,ok,200,,Rauvolfia sumatrana Jack,Rauvolfia sumatrana Jack,Jack,SPECIES,ACCEPTED,EXACT,100,3616339,3616339,3616339,3169769,6701,6,Apocynaceae,2ad6ca469598132fb607b917e668898ae0777310c161711f9ce32110120ac248,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\2ad6ca469598132fb607b917e668898ae0777310c161711f9ce32110120ac248.json
Rauvolfia verticillata,428,rauvolfia verticillata,1,ok,200,,Rauvolfia verticillata (Lour.) Baill.,Rauvolfia verticillata (Lour.) Baill.,(Lour.) Baill.,SPECIES,ACCEPTED,EXACT,99,3616228,3616228,3616228,3169769,6701,6,Apocynaceae,96ab1165d58ce534f506f1cd7630749dad5acec1537ce46c4fdc078f04c6462a,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\96ab1165d58ce534f506f1cd7630749dad5acec1537ce46c4fdc078f04c6462a.json
Rauwolfia serpentina,429,rauwolfia serpentina,1,ok,200,,Rauvolfia serpentina (L.) Benth. ex Kurz,Rauvolfia serpentina (L.) Benth. ex Kurz,(L.) Benth. ex Kurz,SPECIES,ACCEPTED,VARIANT,88,3169787,3169787,3169787,3169769,6701,6,Apocynaceae,4817b0e741f59f0c6f3e414f7d8f8da6b09b5e0a341d821a8ba7e7ac8b02237f,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\4817b0e741f59f0c6f3e414f7d8f8da6b09b5e0a341d821a8ba7e7ac8b02237f.json
Rheum palmatum,430,rheum palmatum,1,ok,200,,Rheum palmatum L.,Rheum palmatum L.,L.,SPECIES,ACCEPTED,EXACT,100,2888864,2888864,2888864,2888863,2416,6,Polygonaceae,a123b66e2debcbf48868597239324384bb19dbf38ff35e2cbffd564d52fa352b,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\a123b66e2debcbf48868597239324384bb19dbf38ff35e2cbffd564d52fa352b.json
Rhinacanthus nasutus,431,rhinacanthus nasutus,1,ok,200,,Rhinacanthus nasutus (L.) Kuntze,Rhinacanthus nasutus (L.) Kuntze,(L.) Kuntze,SPECIES,ACCEPTED,EXACT,99,7263230,7263230,7263230,3233825,2393,6,Acanthaceae,d6cd6b9681e797756bbf1c657bdcd036f69b3abbe27fc417092c6d373e6245a4,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\d6cd6b9681e797756bbf1c657bdcd036f69b3abbe27fc417092c6d373e6245a4.json
Rhodomyrtus tomentosa,432,rhodomyrtus tomentosa,1,ok,200,,Rhodomyrtus tomentosa (Aiton) Hassk.,Rhodomyrtus tomentosa (Aiton) Hassk.,(Aiton) Hassk.,SPECIES,ACCEPTED,EXACT,99,3179997,3179997,3179997,3179966,5014,6,Myrtaceae,1f7005aed0238048d0aebfef0d57a7ec36c8e91dac6ed9dd5eddb853de707f1f,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\1f7005aed0238048d0aebfef0d57a7ec36c8e91dac6ed9dd5eddb853de707f1f.json
Ricinus communis,433,ricinus communis,1,ok,200,,Ricinus communis L.,Ricinus communis L.,L.,SPECIES,ACCEPTED,EXACT,100,5380041,5380041,5380041,9188216,4691,6,Euphorbiaceae,28e4dede5e68b1c51edf9b255d268eaeabddc475da4bc863e45d3fb1a8b464ca,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\28e4dede5e68b1c51edf9b255d268eaeabddc475da4bc863e45d3fb1a8b464ca.json
Rivina humilis,434,rivina humilis,1,ok,200,,Rivina humilis L.,Rivina humilis L.,L.,SPECIES,ACCEPTED,EXACT,100,3084027,3084027,3084027,3084026,2516,6,Phytolaccaceae,7b52e90d955120021e44fcc65c405dce52acf50e9b4de8023b49f80eeb905f94,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\7b52e90d955120021e44fcc65c405dce52acf50e9b4de8023b49f80eeb905f94.json
Rollinia mucosa,435,rollinia mucosa,1,ok,200,,Rollinia mucosa (Jacq.) Baill.,Annona mucosa Jacq.,(Jacq.) Baill.,SPECIES,SYNONYM,EXACT,100,3158590,5407571,5407571,3155252,9291,6,Annonaceae,5051e52b605288b49002a7fe38c67162bccf47046bc0dc126f8d4e453541aca1,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\5051e52b605288b49002a7fe38c67162bccf47046bc0dc126f8d4e453541aca1.json
Rosa chinensis,436,rosa chinensis,1,ok,200,,Rosa chinensis Jacq.,Rosa chinensis Jacq.,Jacq.,SPECIES,ACCEPTED,EXACT,99,3005039,3005039,3005039,8395064,5015,6,Rosaceae,93e70b8122983d920f7d0d77975161c6cb1db8841cd9954036ba54e5548bd543,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\93e70b8122983d920f7d0d77975161c6cb1db8841cd9954036ba54e5548bd543.json
Rosa damascena,437,rosa damascena,1,ok,200,,Rosa × damascena Mill.,Rosa × damascena Mill.,Mill.,SPECIES,ACCEPTED,EXACT,99,7390572,7390572,7390572,8395064,5015,6,Rosaceae,9b94798d49c75d8e7bcfd7d14f31233f75a4934f85c211494fcb37b3595d3a06,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\9b94798d49c75d8e7bcfd7d14f31233f75a4934f85c211494fcb37b3595d3a06.json
Ruellia tuberosa,438,ruellia tuberosa,1,ok,200,,Ruellia tuberosa L.,Ruellia tuberosa L.,L.,SPECIES,ACCEPTED,EXACT,100,5415418,5415418,5415418,3171840,2393,6,Acanthaceae,245c95a709b056a1cf8b5117be6046b5ee99dc287c6d826f045641164c5b1ec4,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\245c95a709b056a1cf8b5117be6046b5ee99dc287c6d826f045641164c5b1ec4.json
Rumex nepalensis,439,rumex nepalensis,1,ok,200,,Rumex nepalensis Spreng.,Rumex nepalensis Spreng.,Spreng.,SPECIES,ACCEPTED,EXACT,99,7291884,7291884,7291884,2888942,2416,6,Polygonaceae,790da81b0873b71ab0a9e6566542301828ebe662a6b3a234254efe0f26e8bc67,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\790da81b0873b71ab0a9e6566542301828ebe662a6b3a234254efe0f26e8bc67.json
Ruta angustifolia,440,ruta angustifolia,1,ok,200,,Ruta angustifolia Pers.,Ruta angustifolia Pers.,Pers.,SPECIES,ACCEPTED,EXACT,100,3832875,3832875,3832875,3190380,2396,6,Rutaceae,8130270c92ba98010617b47e12b65cf9d0b4b536ca1a005e3dab2f26910557eb,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\8130270c92ba98010617b47e12b65cf9d0b4b536ca1a005e3dab2f26910557eb.json
Saccharum officinarum,441,saccharum officinarum,1,ok,200,,Saccharum officinarum L.,Saccharum officinarum L.,L.,SPECIES,ACCEPTED,EXACT,100,2703912,2703912,2703912,2703910,3073,6,Poaceae,0f5497bbf36989695b1f705ae8d652d6ec5e140438f9d1ec24883da014451bf2,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\0f5497bbf36989695b1f705ae8d652d6ec5e140438f9d1ec24883da014451bf2.json
Salvia splendens,442,salvia splendens,1,ok,200,,Salvia splendens Sellow ex Nees,Salvia splendens Sellow ex Nees,Sellow ex Nees,SPECIES,ACCEPTED,EXACT,99,8249932,8249932,8249932,2926981,2497,6,Lamiaceae,a5de089b43eec3145d365c5610573a9afd03cefbc37177e49cf72a00e58be958,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\a5de089b43eec3145d365c5610573a9afd03cefbc37177e49cf72a00e58be958.json
Sandoricum koetjape,443,sandoricum koetjape,1,ok,200,,Sandoricum koetjape (Burm.fil.) Merr.,Sandoricum koetjape (Burm.fil.) Merr.,(Burm.fil.) Merr.,SPECIES,ACCEPTED,EXACT,100,3850843,3850843,3850843,7107971,2397,6,Meliaceae,847169cc6fc403f146c095cc8a5abca0044fb70969bef9ff6ccb206bb2243789,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\847169cc6fc403f146c095cc8a5abca0044fb70969bef9ff6ccb206bb2243789.json
Santalum album,444,santalum album,1,ok,200,,Santalum album L.,Santalum album L.,L.,SPECIES,ACCEPTED,EXACT,100,2889785,2889785,2889785,2889778,6661,6,Santalaceae,1460ad76285913374358130307cd62d87189422be7f84df39744ff77253a402e,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\1460ad76285913374358130307cd62d87189422be7f84df39744ff77253a402e.json
Sapindus rarak,445,sapindus rarak,1,ok,200,,Sapindus rarak DC.,Sapindus rarak DC.,DC.,SPECIES,ACCEPTED,EXACT,100,7264721,7264721,7264721,3189983,6657,6,Sapindaceae,e23d6d9bd5e436018d6aea4d78445fad81cc8263a46afab0a75380c0d1b04e5f,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\e23d6d9bd5e436018d6aea4d78445fad81cc8263a46afab0a75380c0d1b04e5f.json
Sauropus androgynus,446,sauropus androgynus,1,ok,200,,Sauropus androgynus (L.) Merr.,Breynia androgyna (L.) Chakrab. & N.P.Balakr.,(L.) Merr.,SPECIES,SYNONYM,EXACT,100,6109767,9197670,9197670,3079696,8807,6,Phyllanthaceae,8e281042d47b10fc5c3a5753cf9b235c801af1e0f723b1bc927b21612c0475db,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\8e281042d47b10fc5c3a5753cf9b235c801af1e0f723b1bc927b21612c0475db.json
Scaevola frutescens,447,scaevola frutescens,1,ok,200,,Scaevola frutescens K.Krause,Scaevola taccada (Gaertn.) Roxb.,K.Krause,SPECIES,SYNONYM,EXACT,100,7099691,6358362,6358362,3158673,3113,6,Goodeniaceae,86b33bd995e2f39a421bd18580d6d4ada7739f1f291a5f219f97ecde32619156,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\86b33bd995e2f39a421bd18580d6d4ada7739f1f291a5f219f97ecde32619156.json
Scurrula fusca,448,scurrula fusca,1,ok,200,,Scurrula fusca (Blume) G.Don,Scurrula fusca (Blume) G.Don,(Blume) G.Don,SPECIES,ACCEPTED,EXACT,100,4001481,4001481,4001481,7287875,6663,6,Loranthaceae,27c211b7547ad1275db1b448fa6d5ffafef94962579a53d6b290814a892802b2,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\27c211b7547ad1275db1b448fa6d5ffafef94962579a53d6b290814a892802b2.json
Scutellaria discolor,449,scutellaria discolor,1,ok,200,,Scutellaria discolor Wall. ex Benth.,Scutellaria discolor Wall. ex Benth.,Wall. ex Benth.,SPECIES,ACCEPTED,EXACT,99,7996273,7996273,7996273,2926730,2497,6,Lamiaceae,00d2382d22c817d19822addb2864fca6dd89688a3de8ebeb316a24b88d18a6f1,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\00d2382d22c817d19822addb2864fca6dd89688a3de8ebeb316a24b88d18a6f1.json
Scutellaria indica,450,scutellaria indica,1,ok,200,,Scutellaria indica L.,Scutellaria indica L.,L.,SPECIES,ACCEPTED,EXACT,99,7308714,7308714,7308714,2926730,2497,6,Lamiaceae,03bd8296f2404ca4bc91d49fb2e527a7993c6e00f7dfd04b4f9897c35b552478,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\03bd8296f2404ca4bc91d49fb2e527a7993c6e00f7dfd04b4f9897c35b552478.json
Sechium edule,451,sechium edule,1,ok,200,,Sechium edule (Jacq.) Sw.,Sechium edule (Jacq.) Sw.,(Jacq.) Sw.,SPECIES,ACCEPTED,EXACT,100,2874612,2874612,2874612,2874611,6634,6,Cucurbitaceae,185a0d7907e5b949cf6fe57c94d8d4c74f3166e434264b57c85788ec33593e87,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\185a0d7907e5b949cf6fe57c94d8d4c74f3166e434264b57c85788ec33593e87.json
Selaginella doederleinii,452,selaginella doederleinii,1,ok,200,,Selaginella doederleinii Hieron.,Selaginella doederleinii Hieron.,Hieron.,SPECIES,ACCEPTED,EXACT,100,7329850,7329850,7329850,2688177,6724,6,Selaginellaceae,4513c1a6f269f4c4aa79b4e0f168cff4456bb408f6c5319109ff933d35c9d446,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\4513c1a6f269f4c4aa79b4e0f168cff4456bb408f6c5319109ff933d35c9d446.json
Senna alata,453,senna alata,1,ok,200,,Senna alata (L.) Roxb.,Senna alata (L.) Roxb.,(L.) Roxb.,SPECIES,ACCEPTED,EXACT,100,2956947,2956947,2956947,2956904,5386,6,Fabaceae,cf1ade82c900ee408ab0bf3e8a3e5987c39de5ecd11ba7b8af197b3a651412ab,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\cf1ade82c900ee408ab0bf3e8a3e5987c39de5ecd11ba7b8af197b3a651412ab.json
Senna sophera,454,senna sophera,1,ok,200,,Senna sophera (L.) Roxb.,Senna sophera (L.) Roxb.,(L.) Roxb.,SPECIES,ACCEPTED,EXACT,100,2957379,2957379,2957379,2956904,5386,6,Fabaceae,41a13219189b3be6b7970da4b3dfd6924cd2261219f26061f77f46a4887cf80c,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\41a13219189b3be6b7970da4b3dfd6924cd2261219f26061f77f46a4887cf80c.json
Senna tora,455,senna tora,1,ok,200,,Senna tora (L.) Roxb.,Senna tora (L.) Roxb.,(L.) Roxb.,SPECIES,ACCEPTED,EXACT,100,2957728,2957728,2957728,2956904,5386,6,Fabaceae,feac254792586e7d247ac2dfdf5834e742e3c01e6308b3bf045f1208559e0f83,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\feac254792586e7d247ac2dfdf5834e742e3c01e6308b3bf045f1208559e0f83.json
Sesamum indicum,456,sesamum indicum,1,ok,200,,Sesamum indicum L.,Sesamum indicum L.,L.,SPECIES,ACCEPTED,EXACT,100,3172622,3172622,3172622,3172619,6650,6,Pedaliaceae,19261c4ae19b912d356d6bde0c7a5d11aa15a9f9fe6a359304d2ce068fcde77a,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\19261c4ae19b912d356d6bde0c7a5d11aa15a9f9fe6a359304d2ce068fcde77a.json
Sesbania grandiflora,457,sesbania grandiflora,1,ok,200,,Sesbania grandiflora (L.) Poir.,Sesbania grandiflora (L.) Poir.,(L.) Poir.,SPECIES,ACCEPTED,EXACT,99,8281950,8281950,8281950,7854649,5386,6,Fabaceae,0fea60ab55c538cf2a5364bf58d4d284a6fe01d63280f1574b98678fa858261d,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\0fea60ab55c538cf2a5364bf58d4d284a6fe01d63280f1574b98678fa858261d.json
Sesbania sesban,458,sesbania sesban,1,ok,200,,Sesbania sesban (L.) Merr.,Sesbania sesban (L.) Merr.,(L.) Merr.,SPECIES,ACCEPTED,EXACT,99,2970648,2970648,2970648,7854649,5386,6,Fabaceae,3a557602dfe0399275b0652ff0df13cb8fa1c3c468d0420ee28346fb5e0356b8,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\3a557602dfe0399275b0652ff0df13cb8fa1c3c468d0420ee28346fb5e0356b8.json
Sida rhombifolia,459,sida rhombifolia,1,ok,200,,Sida rhombifolia L.,Sida rhombifolia L.,L.,SPECIES,ACCEPTED,EXACT,100,5406735,5406735,5406735,3152100,6685,6,Malvaceae,07013335a959ffd96cbcc004e3e37f6434edadd5b4b3aa4b49bf79a676b630d0,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\07013335a959ffd96cbcc004e3e37f6434edadd5b4b3aa4b49bf79a676b630d0.json
Smilax china,460,smilax china,1,ok,200,,Smilax china L.,Smilax china L.,L.,SPECIES,ACCEPTED,EXACT,99,5295472,5295472,5295472,2740627,7702,6,Smilacaceae,deba1b207d2a6a2413804ff3ca41e6b18ce9fec9aa05340422823a9d002ce245,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\deba1b207d2a6a2413804ff3ca41e6b18ce9fec9aa05340422823a9d002ce245.json
Smilax zeylanica,461,smilax zeylanica,1,ok,200,,Smilax zeylanica L.,Smilax zeylanica L.,L.,SPECIES,ACCEPTED,EXACT,99,5295128,5295128,5295128,2740627,7702,6,Smilacaceae,89ce8b08bc8d7f5fe7eeb6b432451c0e55021f690578cedade8447e28b2f130f,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\89ce8b08bc8d7f5fe7eeb6b432451c0e55021f690578cedade8447e28b2f130f.json
Solanum indicum,462,solanum indicum,1,ok,200,,Solanum L.,Solanum L.,L.,GENUS,ACCEPTED,HIGHERRANK,99,2928997,2928997,,2928997,7717,6,Solanaceae,f98266fcf1a1c34086493002f77128320bb026e52e98d77ad82d4489c7c69413,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\f98266fcf1a1c34086493002f77128320bb026e52e98d77ad82d4489c7c69413.json
Solanum lycopersicum,463,solanum lycopersicum,1,ok,200,,Solanum lycopersicum L.,Solanum lycopersicum L.,L.,SPECIES,ACCEPTED,EXACT,99,2930137,2930137,2930137,2928997,7717,6,Solanaceae,c148df4d546dceac654fec3ed255d9252dde7b32f9427e5b6be558289751d2b0,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\c148df4d546dceac654fec3ed255d9252dde7b32f9427e5b6be558289751d2b0.json
Solanum melongena,464,solanum melongena,1,ok,200,,Solanum melongena L.,Solanum melongena L.,L.,SPECIES,ACCEPTED,EXACT,99,2930617,2930617,2930617,2928997,7717,6,Solanaceae,6c57e97ed793d77f8305094a414fe8376feb95ff39d44d3c9609ff0df4f1ca52,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\6c57e97ed793d77f8305094a414fe8376feb95ff39d44d3c9609ff0df4f1ca52.json
Solanum nigrum,465,solanum nigrum,1,ok,200,,Solanum nigrum L.,Solanum nigrum L.,L.,SPECIES,ACCEPTED,EXACT,99,9150405,9150405,9150405,2928997,7717,6,Solanaceae,6b4e02a8d657e6eb0efd44530e4af72025caaa33952ace0824e23e66d24280c2,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\6b4e02a8d657e6eb0efd44530e4af72025caaa33952ace0824e23e66d24280c2.json
Solanum torvum,466,solanum torvum,1,ok,200,,Solanum torvum Sw.,Solanum torvum Sw.,Sw.,SPECIES,ACCEPTED,EXACT,99,2932389,2932389,2932389,2928997,7717,6,Solanaceae,10b3a346af2188176c17bee8ecfabc7df7d88ede6099ae4aa82ccc6d85a0e9fa,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\10b3a346af2188176c17bee8ecfabc7df7d88ede6099ae4aa82ccc6d85a0e9fa.json
Solanum tuberosum,467,solanum tuberosum,1,ok,200,,Solanum tuberosum L.,Solanum tuberosum L.,L.,SPECIES,ACCEPTED,EXACT,99,2930262,2930262,2930262,2928997,7717,6,Solanaceae,5818a5d141b4828769d8d64508fe5a0171903c0342b7f904317db62c66363e4c,C:\code\web\herbaflow\etl\plants\03_match_gbif\out\cache\5818a5d141b4828769d8d64508fe5a0171903c0342b7f904317db62c66363e4c.json
